LEMMA	DEFAULT	FREQUENCY	IC	ASPECT	CHAR_NUMBER
ἐφίστημι	0	5.232889561225582	3.275626603437658	Perf	9.666666666666666
ἐφίστημι	1	7.024649030453636	1.3862943611198906	Imp	6
ἔθω	0	4.6267537576552655	1.7951008935728163	Perf	7
ἔθω	1	7.024649030453636	2.70805020110221	Imp	5
ἔχω	0	1.7065290366094201	0.9521701698895909	Imp	4.166666666666667
ἔχω	1	7.024649030453636	3.891820298110627	Perf	7
ἕζομαι	0	4.385591700838377	1.4096788192530045	Imp	5.142857142857143
ἕζομαι	1	7.024649030453636	2.4849066497880004	Perf	5
ἡγέομαι	0	4.6267537576552655	2.5174205577260884	Imp	6.181818181818182
ἡγέομαι	1	7.024649030453636	3.891820298110627	Perf	6
ἧμαι	0	3.528141468987156	1.8060742546593653	Perf	5.151515151515151
ἧμαι	1	6.331501849893691	2.2154083994216567	Imp	4
ἵστημι	0	3.528141468987156	2.0756544212494643	Perf	7.0606060606060606
ἵστημι	1	4.2520603082138555	2.2071514407284303	Imp	6.4375
ὀνομάζω	0	4.385591700838377	1.5970575415655588	Imp	7.5
ὀνομάζω	1	7.024649030453636	-0	Perf	11
ὄλλυμι	0	4.6267537576552655	2.408549485488267	Perf	5.818181818181818
ὄλλυμι	1	7.024649030453636	1.9459101490553135	Imp	6
