LEMMA	DEFAULT	FREQUENCY	IC	ASPECT	CHAR_NUMBER
irabazi	1	6.513848119707702	4.463682644017557	Prosp	9
iragarri	0	5.702917903491373	3.172621615150633	Perf	8
iragarri	1	7.900142480827593	4.000010667371876	Prosp	10
iritsi	0	5.5647675650105555	4.298196657724001	Perf	6
iritsi	1	6.919313227815866	4.0271901703513695	Imp	7
irten	0	6.165541425439486	4.5350064058422115	Perf	5
irten	1	6.919313227815866	4.581368076836159	Prosp	7.375
iruditu	0	6.290704568393492	2.262790817678891	Imp	9
iruditu	1	5.170113373006607	2.4778050969647256	Perf	7.1521739130434785
itzuli	0	6.696169676501656	5.265728184000717	Perf	6
itzuli	1	6.290704568393492	4.193554767607983	Prosp	8.133333333333333
izan	0	2.6357266659552367	2.289221827169102	Perf	4
izan	1	1.699633306784902	1.2937829488479753	Imp	5.341446923597025
jaio	0	6.600859496697331	4.552434784094685	Perf	4
jaio	1	8.305607588935757	5.07282455484305	Imp	7
jaitsi	0	6.696169676501656	4.5140747856757635	Perf	6
jaitsi	1	8.305607588935757	4.167835657396424	Prosp	7.5
jakin	0	6.801530192159483	2.6946402250844868	Perf	5
jakin	1	4.373781956211431	2.8447653027289994	Prog	6.745098039215686
jardun	0	6.0543157903292615	3.8026957269383708	Perf	6
jardun	1	6.165541425439486	4.51907007475491	Prosp	8.529411764705882
jarri	0	4.736074892454386	3.5861187924618516	Perf	5
jarri	1	5.502247208029222	4.099306470724648	Prosp	7
jasan	0	6.226166047255921	4.405698778019719	Perf	5
jasan	1	7.052844620440388	5.085450746735002	Imp	7
jaso	0	5.21456513557744	3.652835630015041	Perf	4
jaso	1	5.3351931233660554	4.235886882915934	Prosp	7.589743589743589
jo	0	4.938311758949283	3.096009069635366	Perf	2
jo	1	5.907712316137386	3.547854542427252	Imp	5.909090909090909
joan	0	4.824367499600065	3.5419814020312845	Perf	4
joan	1	4.383634252654442	3.3864925932179912	Imp	5.227722772277228
jokatu	0	4.6167281348218205	3.5907412739088236	Perf	6
jokatu	1	4.354363870354329	3.5352325008754475	Prosp	8
kendu	0	6.4338054120341654	3.701810695077792	Perf	5
kendu	1	7.389316857061601	3.726169461035577	Prosp	7
leporatu	0	6.0543157903292615	2.332197577831794	Perf	8
leporatu	1	7.900142480827593	3.1312204763677403	Imp	10
lortu	0	4.364025781266066	3.0014901929665854	Perf	5
lortu	1	5.863260553566552	4.375739410938801	Imp	7
mugitu	0	6.801530192159483	4.087387753441042	Imp	8
mugitu	1	8.305607588935757	3.0201273556387074	Perf	7
nabarmendu	0	6.0030224959417104	3.6998603216177592	Perf	10
nabarmendu	1	8.305607588935757	4.9140855791133395	Prosp	12
nagusitu	0	5.779878944627501	3.830784524211003	Perf	8
nagusitu	1	8.305607588935757	5.563050272040306	Imp	10
onartu	0	5.261085151212334	3.7931403762707596	Perf	6
onartu	1	5.820700939147756	3.6068629473064835	Prosp	8
pasatu	0	5.954232331772279	4.290078722888851	Perf	4.666666666666667
pasatu	1	6.513848119707702	4.511406337346169	Imp	7.833333333333333
piztu	0	6.4338054120341654	4.609074233684818	Perf	5
piztu	1	8.305607588935757	2.8731015952700765	Prosp	6.5
prestatu	0	6.696169676501656	5.006781489456774	Perf	8
prestatu	1	8.305607588935757	5.121726839205799	Imp	10
proposatu	0	6.290704568393492	3.1135996249981925	Perf	9
proposatu	1	7.052844620440388	3.89802373228926	Prosp	11
saiatu	0	5.954232331772279	3.8617013747959765	Perf	6
saiatu	1	5.863260553566552	3.422029709123958	Prosp	8
sartu	0	4.88788090532239	3.936392662387356	Perf	5
sartu	1	5.5647675650105555	4.138394447877537	Imp	7
sinatu	0	6.513848119707702	4.554761626754832	Perf	6
sinatu	1	7.389316857061601	5.108134349637776	Prosp	8
sortu	0	5.21456513557744	4.260940627512782	Perf	5
sortu	1	5.666550259320498	4.449188127240055	Imp	7
ulertu	0	6.801530192159483	3.673056511812165	Imp	8
ulertu	1	7.206995300267647	4.268806602882543	Prosp	7.666666666666667
utzi	0	4.779247064319595	3.2950385325257954	Perf	4
utzi	1	5.820700939147756	3.754288554370922	Imp	5.291666666666667
zabaldu	0	6.359697439880443	4.54857337205161	Perf	7
zabaldu	1	6.919313227815866	4.629332956291111	Prosp	9
ziurtatu	0	6.600859496697331	3.6505920039485003	Perf	8
ziurtatu	1	8.998754769495703	4.477336814478207	Imp	10
