LEMMA	DEFAULT	FREQUENCY	IC	ASPECT	CHAR_NUMBER
dol	0	5.829129424246144	4.901433248949146	Perf	7.125
dol	1	6.522276604806089	4.582528270463131	Prog	9
dolaş	0	6.203822873687555	4.546481577397826	Perf	9
dolaş	1	7.215423785366035	5.135473824148233	Prog	10
doğ	0	6.036768789024388	5.091094141580721	Perf	7.6923076923076925
doğ	1	7.503105857817816	5.553717642965644	Imp	7.666666666666667
dur	0	5.382842321617725	4.5096754132246595	Perf	6.68
dur	1	5.962660816870667	5.113616286278964	Prog	6.285714285714286
duy	0	5.269513636310721	4.764077314871387	Perf	7.678571428571429
duy	1	6.655807997430612	5.4055781200079265	Imp	9.285714285714286
dök	0	7.503105857817816	4.254401784390597	Perf	6.333333333333333
dök	1	7.503105857817816	6.6335281312421515	Prog	8.666666666666666
dön	0	5.269513636310721	4.23213518053901	Perf	8.214285714285714
dön	1	6.80995867725787	5.787815126109263	Imp	7.833333333333333
dönüş	0	6.116811496697925	5.078685129439678	Perf	8.25
dönüş	1	7.503105857817816	4.575174859804216	Prog	9.666666666666666
düş	0	5.71134638858976	4.732715605712624	Perf	6.444444444444445
düş	1	7.90857096592598	5.45564973843887	Prog	6.5
düşün	0	5.018199208029816	4.071371925981228	Perf	8.833333333333334
düşün	1	5.382842321617725	4.858150034943616	Prog	9.64
et	0	5.962660816870667	4.593829933131267	Perf	7.214285714285714
et	1	6.992280234051825	4.981030022992522	Prog	7
etkile	0	6.036768789024388	4.922777368284875	Perf	11.384615384615385
etkile	1	7.503105857817816	4.518486405542227	Imp	9
evlen	0	6.203822873687555	4.4884932736387375	Perf	10.545454545454545
evlen	1	7.90857096592598	5.966882555092297	Imp	8.5
gel	0	3.8142264037038793	3.1296390491034605	Perf	6.525
gel	1	4.96413198675954	3.8602731466763704	Imp	6.7105263157894735
gerçekleş	0	5.605985872931934	4.593733556310336	Perf	15.7
gerçekleş	1	7.215423785366035	5.448297867485643	Prog	14
getir	0	5.105210585019445	4.285694477780344	Perf	8.454545454545455
getir	1	5.829129424246144	4.689813544375193	Imp	10.375
geç	0	4.689695141057779	4.310895121572127	Perf	5.28
geç	1	6.116811496697925	4.870259681334155	Imp	6.75
geçir	0	5.768504802429709	4.965258888249567	Perf	9.176470588235293
geçir	1	7.503105857817816	6.05365656736443	Prog	9
gir	0	4.709897848375299	3.4782506179258346	Perf	6.081632653061225
gir	1	5.657279167319484	4.05874825019743	Imp	5.842105263157895
git	0	4.2196915118120435	3.338744113857497	Perf	8.475
git	1	5.075357621869764	4.020536663500257	Prog	7.911764705882353
gönder	0	5.893667945383715	4.445524055859063	Perf	10.333333333333334
gönder	1	7.90857096592598	5.0294758275801	Imp	9.5
gör	0	4.284230032949615	3.7233802838800547	Perf	7.173333333333333
gör	1	5.768504802429709	4.800129296899678	Imp	6.705882352941177
görün	0	5.893667945383715	4.656394819545381	Perf	7.666666666666667
görün	1	6.522276604806089	5.178165819418705	Prog	9.5
görüş	0	6.203822873687555	5.336419160668426	Perf	10.727272727272727
görüş	1	6.992280234051825	5.0691087677422075	Imp	9.8
göster	0	5.343621608464443	4.54143887486314	Perf	9.615384615384615
göster	1	6.036768789024388	4.525092414672463	Imp	10.384615384615385
götür	0	6.116811496697925	4.757843576831065	Perf	8.916666666666666
götür	1	7.503105857817816	4.666240572981021	Imp	9
harca	0	6.80995867725787	3.7670361028291732	Perf	9.333333333333334
harca	1	7.503105857817816	5.95828439581713	Prog	8
in	0	5.962660816870667	4.751802929260307	Perf	6.928571428571429
in	1	7.215423785366035	5.891402685452599	Imp	7.5
incele	0	5.829129424246144	4.688032171782103	Perf	9.8125
incele	1	7.215423785366035	5.746715978323005	Prog	10.5
iste	0	4.458583420094393	3.7338399436478005	Perf	7.634920634920635
iste	1	4.507373584263824	3.519662319290581	Prog	6.766666666666667
izle	0	5.829129424246144	4.926837259791752	Perf	7.1875
izle	1	7.215423785366035	6.053000733600666	Imp	7.75
iç	0	6.29913305349188	4.81355271110736	Perf	5
iç	1	6.29913305349188	5.183895690501846	Prog	6.1
işle	0	6.80995867725787	5.743506345174965	Perf	9.5
işle	1	7.90857096592598	5.165552732642713	Prog	10
kal	0	4.817528512567664	4.329422250063076	Perf	7.636363636363637
kal	1	6.29913305349188	4.729055267976247	Imp	8.1
kalk	0	5.71134638858976	4.535465086020886	Perf	7.277777777777778
kalk	1	7.90857096592598	5.195174149424144	Prog	7
kapa	0	5.3058812804815965	4.403908962834024	Perf	6.666666666666667
kapa	1	6.522276604806089	5.73405239732045	Prog	9.625
karış	0	6.404493569149706	4.322611173678962	Perf	8.444444444444445
karış	1	6.992280234051825	5.292510633654731	Prog	11.6
karşılaş	0	6.655807997430612	4.862095974234991	Perf	13
karşılaş	1	8.601718146485926	6.634633357861686	Imp	15
kat	0	5.71134638858976	4.356639530178255	Perf	8.222222222222221
kat	1	6.992280234051825	5.123344673244586	Imp	10.6
kaydet	0	5.768504802429709	4.628234094653781	Perf	8
kaydet	1	8.601718146485926	1.9459101490553135	Imp	11
kazan	0	6.29913305349188	5.008015570208567	Perf	11.4
kazan	1	7.503105857817816	5.920195031300817	Prog	9.666666666666666
kes	0	6.203822873687555	5.440357234517568	Perf	5.7272727272727275
kes	1	7.90857096592598	4.707700707869813	Imp	7
kon	0	6.80995867725787	5.379707680528411	Perf	7
konuş	0	4.631426232933803	3.9326599529372235	Perf	8.60377358490566
konuş	1	5.962660816870667	4.4555708405873515	Prog	10.571428571428571
kork	0	6.404493569149706	4.4663377259001225	Perf	8.222222222222221
kork	1	6.80995867725787	3.904206517003132	Prog	9.333333333333334
koy	0	5.5106756931276095	4.680099940643382	Perf	6.2272727272727275
koy	1	6.522276604806089	5.5107396535118705	Imp	7.625
koş	0	6.522276604806089	5.028547794054731	Perf	5.625
koş	1	6.992280234051825	5.909404990612974	Imp	9.2
kullan	0	5.5106756931276095	4.625171236225736	Perf	10.181818181818182
kullan	1	6.404493569149706	4.3721186798082226	Imp	10.777777777777779
kur	0	5.557195708762502	5.150487887572867	Perf	7.809523809523809
kur	1	6.992280234051825	5.03493011084191	Imp	9.6
kurtul	0	5.893667945383715	4.4906287718067635	Perf	9.4
kurtul	1	8.601718146485926	5.147494476813453	Imp	10
oku	0	5.557195708762502	4.804536248741022	Perf	8
oku	1	5.962660816870667	4.657166229247484	Imp	5.785714285714286
ol	0	2.3653485562822207	2.174814194310917	Perf	6.322896281800391
ol	1	3.8743303277735848	3.3699794598981034	Imp	5.292035398230088
oluş	0	5.657279167319484	4.870867048163121	Perf	11.157894736842104
oluş	1	6.655807997430612	5.451567877587656	Prog	9.571428571428571
otur	0	4.888146079781618	3.8930249219870765	Perf	7.2682926829268295
otur	1	5.71134638858976	4.516683515854415	Imp	10
oyna	0	6.116811496697925	4.9918115325816546	Perf	9.333333333333334
oyna	1	6.992280234051825	5.191688457436554	Prog	9.6
rahatla	0	6.80995867725787	5.62625235390018	Perf	11.166666666666666
rahatla	1	7.90857096592598	0.8958797346140275	Imp	10
rastla	0	6.80995867725787	4.8717216444653415	Perf	13
rastla	1	7.90857096592598	5.408647602058238	Prog	9.5
sar	0	6.522276604806089	5.091982702566495	Perf	10.375
sar	1	7.503105857817816	4.3290402690881935	Prog	7.666666666666667
sat	0	5.962660816870667	5.144544299265874	Perf	9.142857142857142
sat	1	7.215423785366035	4.653789891865335	Imp	9.25
sağla	0	5.423664316137979	4.666886466481567	Perf	8.541666666666666
sağla	1	6.655807997430612	3.7563264092813164	Prog	10.285714285714286
sev	0	5.382842321617725	4.281473182435206	Perf	6.56
sev	1	5.423664316137979	4.170630513433241	Prog	6.791666666666667
seç	0	6.80995867725787	3.8198974151624703	Perf	9
seç	1	7.503105857817816	5.203378860454653	Prog	6.333333333333333
sil	0	6.80995867725787	5.120872174219163	Perf	6
sil	1	7.215423785366035	6.1981914068917305	Imp	6.75
sor	0	4.751570544775867	4.304839220326603	Perf	6.042553191489362
sor	1	6.203822873687555	4.941461870637379	Imp	9.363636363636363
sun	0	6.116811496697925	4.989764170095635	Perf	7.25
sun	1	8.601718146485926	-0	Imp	12
söyle	0	4.113081776753785	3.361631237756021	Perf	7.775280898876405
söyle	1	5.343621608464443	4.573388635304919	Imp	9.153846153846153
sür	0	5.423664316137979	4.887611491248413	Perf	7.083333333333333
sür	1	6.522276604806089	5.182819240791894	Prog	10
tanı	0	6.203822873687555	5.1402394168805605	Perf	10.545454545454545
tanı	1	6.29913305349188	5.159306007764182	Prog	7.9
tartış	0	6.116811496697925	5.240215876002506	Perf	9.583333333333334
tartış	1	6.80995867725787	5.261701164752771	Prog	10.666666666666666
taşı	0	5.71134638858976	5.023695761314711	Perf	8.333333333333334
taşı	1	6.80995867725787	5.673777215816533	Prog	8
tut	0	5.605985872931934	5.029895101957457	Perf	9.35
tut	1	6.992280234051825	4.711623740932132	Prog	8.4
ulaş	0	5.135982243686199	4.37375831912197	Perf	8.59375
ulaş	1	7.215423785366035	3.6638902692108157	Imp	9.75
unut	0	5.829129424246144	5.080616072817044	Perf	7.625
unut	1	7.503105857817816	6.11806755970512	Prog	10.333333333333334
uy	0	6.80995867725787	5.495936147832965	Perf	10.166666666666666
uy	1	7.215423785366035	5.681010588287013	Imp	4.5
uza	0	5.71134638858976	4.65828584570871	Perf	6.444444444444445
uza	1	6.992280234051825	4.548141467444199	Prog	7.2
uğra	0	6.655807997430612	5.1949325832405995	Perf	7.142857142857143
uğra	1	8.601718146485926	4.276666119016055	Imp	5
var	0	4.507373584263824	3.5305236299069236	Perf	5.133333333333334
var	1	7.215423785366035	5.5390219141570105	Prog	8.25
vazgeç	0	7.215423785366035	5.681010588287013	Perf	13
vazgeç	1	8.601718146485926	5.147494476813453	Imp	11
ver	0	4.182877538689327	3.496232285834256	Perf	8.433734939759036
ver	1	5.20052076482377	4.517939307974747	Imp	7.166666666666667
vur	0	6.203822873687555	4.825400740147824	Perf	7.454545454545454
vur	1	7.503105857817816	4.802880969730381	Imp	8.333333333333334
yak	0	6.522276604806089	5.0354927927399675	Perf	7
yak	1	8.601718146485926	6.634633357861686	Imp	5
yaklaş	0	6.404493569149706	4.880210761469777	Perf	9.444444444444445
yaklaş	1	6.992280234051825	5.218430754378704	Imp	11.6
yap	0	3.5203137815014625	3.216457928814604	Perf	8.26086956521739
yap	1	4.709897848375299	4.035951631460216	Imp	7.795918367346939
yarat	0	5.605985872931934	4.498326131125394	Perf	9.3
yarat	1	6.522276604806089	4.918479770688564	Imp	9.625
yat	0	6.29913305349188	4.0709386208610026	Perf	6.9
yat	1	6.80995867725787	5.802254349773512	Imp	6
yaz	0	4.990800233841701	4.511814240391625	Perf	6.972972972972973
yaz	1	6.404493569149706	5.164289349727885	Prog	10.444444444444445
yaşa	0	4.751570544775867	4.21397008731565	Perf	9.148936170212766
yaşa	1	5.605985872931934	4.816240906311319	Imp	9.2
yerleş	0	6.116811496697925	5.0440186691406526	Perf	11.75
yerleş	1	8.601718146485926	6.634633357861686	Imp	10
yürü	0	5.893667945383715	4.922471336699618	Perf	8.866666666666667
yürü	1	6.80995867725787	5.086752594116856	Prog	7.833333333333333
çal	0	5.962660816870667	4.746337315239601	Perf	6.928571428571429
çal	1	7.90857096592598	6.632975517932385	Prog	6
çalış	0	4.888146079781618	4.056174280466148	Perf	9.804878048780488
çalış	1	5.829129424246144	4.5876472023361865	Prog	10.5625
çarp	0	6.655807997430612	4.4740417905447085	Perf	8.142857142857142
çarp	1	8.601718146485926	6.113682179832232	Prog	8
çağır	0	6.80995867725787	5.652397197169858	Perf	9.333333333333334
çağır	1	8.601718146485926	5.0238805208462765	Imp	7
çek	0	5.466223930556776	4.691469696054907	Perf	7.869565217391305
çek	1	7.503105857817816	4.371835977482449	Prog	10
çevir	0	6.203822873687555	4.941084365397467	Perf	8.181818181818182
çöz	0	6.655807997430612	5.600627360890017	Perf	7.428571428571429
çöz	1	7.90857096592598	6.603354101150955	Imp	5
çık	0	4.4120634044594995	3.6839010407309796	Perf	6.181818181818182
çık	1	5.382842321617725	4.139731594290472	Imp	7.4
çıkar	0	5.20052076482377	4.702987501807438	Perf	9.133333333333333
çıkar	1	6.992280234051825	5.373595412442477	Prog	13.2
öde	0	5.657279167319484	4.610588702321013	Perf	10.263157894736842
öde	1	7.90857096592598	6.603354101150955	Prog	6.5
öl	0	5.3058812804815965	4.606825238327108	Perf	7.925925925925926
öl	1	7.215423785366035	5.558166858743846	Prog	8.75
öğren	0	5.382842321617725	4.360655137956806	Perf	8.72
öğren	1	7.503105857817816	6.299885854066556	Imp	12
üre	0	6.116811496697925	5.659020688359004	Perf	8.333333333333334
üre	1	7.90857096592598	6.0880746884394075	Imp	12
